rank,symbol,score,status,conf%,pumptime,age,num_triggers,triggers
1,HYPE/USDT,4,Watch,71,4h+,10,4,-0.23%,-0.25%,RSI_5m=72.0 RSI_15m=65.6 RSI_1h=73.6 RSI_4h=80.3
2,PEPE/USDT,4,Watch,48,4h+,5,4,+0.23%,+0.78%,RSI_5m=68.0 RSI_15m=62.3 RSI_1h=63.2 RSI_4h=66.2
3,DOGE/USDT,4,Watch,39,4h+,5,4,-0.31%,+1.82%,RSI_5m=67.4 RSI_15m=69.8 RSI_1h=76.2 RSI_4h=70.3
4,LINK/USDT,4,Watch,59,4h+,2,4,+0.13%,+0.26%,RSI_5m=61.1 RSI_15m=75.7 RSI_1h=64.6 RSI_4h=87.1
5,TRUMP/USDT,4,Watch,47,4h+,4,4,+0.37%,+0.55%,RSI_5m=66.7 RSI_15m=63.6 RSI_1h=70.1 RSI_4h=70.1
6,SHIB/USDT,4,Watch,54,4h+,5,4,-0.37%,+0.75%,RSI_5m=61.4 RSI_15m=74.3 RSI_1h=71.2 RSI_4h=67.6
7,WLD/USDT,4,Watch,70,4h+,1,4,+0.43%,+0.60%,RSI_5m=62.2 RSI_15m=74.3 RSI_1h=69.8 RSI_4h=60.4
8,BCH/USDT,4,Watch,53,4h+,10,4,-0.07%,-0.22%,RSI_5m=60.0 RSI_15m=68.1 RSI_1h=71.1 RSI_4h=83.5
9,ICP/USDT,4,Watch,55,4h+,6,4,+0.43%,+1.11%,RSI_5m=71.5 RSI_15m=63.0 RSI_1h=73.6 RSI_4h=81.9
10,SYRUP/USDT,4,Watch,78,4h+,7,4,+1.04%,+1.41%,RSI_5m=66.7 RSI_15m=64.4 RSI_1h=60.5 RSI_4h=79.2
11,ETH/USDT,3,Weak,78,4h+,1,3,-0.05%,+0.13%,RSI_5m=61.0 RSI_1h=70.0 RSI_4h=79.0
12,SOL/USDT,3,Weak,55,4h+,3,3,+0.33%,+0.43%,RSI_5m=62.4 RSI_1h=73.6 RSI_4h=74.0
13,UNI/USDT,3,Weak,60,4h+,2,3,-0.43%,-0.41%,RSI_5m=60.1 RSI_15m=74.8 RSI_4h=83.8
14,AVAX/USDT,3,Weak,50,4h+,3,3,+0.36%,+0.67%,RSI_5m=64.3 RSI_1h=65.3 RSI_4h=65.8
15,AAVE/USDT,3,Weak,43,4h+,2,3,+0.02%,+0.13%,RSI_5m=64.4 RSI_1h=68.0 RSI_4h=86.5
16,NEAR/USDT,3,Weak,50,4h+,5,3,-0.11%,+0.00%,RSI_15m=65.3 RSI_1h=64.1 RSI_4h=73.5
17,ENA/USDT,3,Weak,57,4h+,2,3,+0.25%,+0.39%,RSI_15m=61.3 RSI_1h=60.2 RSI_4h=67.9
18,DOT/USDT,3,Weak,54,4h+,10,3,+0.26%,+0.44%,RSI_15m=79.2 RSI_1h=67.9 RSI_4h=77.8
19,ARB/USDT,3,Weak,51,4h+,5,3,+0.00%,+0.17%,RSI_15m=65.3 RSI_1h=61.4 RSI_4h=84.7
20,TIA/USDT,3,Weak,68,4h+,1,3,+0.05%,+0.32%,RSI_15m=60.6 RSI_1h=62.6 RSI_4h=80.7
1,HYPE/USDT,4,Watch,53,4h+,11,4,-0.24%,-0.13%,RSI_5m=69.2 RSI_15m=73.0 RSI_1h=75.0 RSI_4h=80.5
2,DOGE/USDT,4,Watch,41,4h+,6,4,-1.24%,+1.39%,RSI_5m=61.0 RSI_15m=68.4 RSI_1h=75.3 RSI_4h=69.8
3,LINK/USDT,4,Watch,57,4h+,3,4,+0.20%,+0.33%,RSI_5m=62.2 RSI_15m=76.3 RSI_1h=65.0 RSI_4h=87.1
4,AVAX/USDT,4,Watch,50,4h+,4,4,+0.18%,+0.67%,RSI_5m=61.5 RSI_15m=64.2 RSI_1h=65.3 RSI_4h=65.8
5,TRUMP/USDT,4,Watch,46,4h+,5,4,-0.09%,+0.55%,RSI_5m=60.9 RSI_15m=60.0 RSI_1h=69.3 RSI_4h=69.7
6,ARB/USDT,4,Watch,43,4h+,6,4,+0.27%,+0.25%,RSI_5m=61.7 RSI_15m=68.0 RSI_1h=62.4 RSI_4h=84.8
7,SHIB/USDT,4,Watch,53,4h+,6,4,-0.37%,+0.68%,RSI_5m=63.4 RSI_15m=73.5 RSI_1h=70.6 RSI_4h=67.3
8,SYRUP/USDT,4,Watch,72,4h+,8,4,+0.32%,+0.97%,RSI_5m=70.3 RSI_15m=64.9 RSI_1h=60.7 RSI_4h=79.2
9,APT/USDT,4,Watch,48,4h+,1,4,+0.16%,+0.59%,RSI_5m=63.0 RSI_15m=73.9 RSI_1h=66.3 RSI_4h=78.3
10,FIL/USDT,4,Watch,50,4h+,1,4,-0.11%,+0.44%,RSI_5m=62.7 RSI_15m=61.7 RSI_1h=67.9 RSI_4h=79.7
11,SUI/USDT,3,Weak,59,4h+,1,3,-0.26%,-0.32%,RSI_15m=60.1 RSI_1h=65.9 RSI_4h=77.9
12,PEPE/USDT,3,Weak,47,4h+,6,3,-0.46%,+0.47%,RSI_15m=67.3 RSI_1h=62.7 RSI_4h=66.1
13,NEAR/USDT,3,Weak,49,4h+,6,3,-0.19%,+0.08%,RSI_15m=64.9 RSI_1h=63.9 RSI_4h=73.3
14,DOT/USDT,3,Weak,55,4h+,11,3,+0.12%,+0.33%,RSI_15m=78.9 RSI_1h=67.7 RSI_4h=77.8
15,ONDO/USDT,3,Weak,40,4h+,1,3,-0.36%,-0.36%,RSI_15m=68.0 RSI_1h=64.2 RSI_4h=70.9
16,XLM/USDT,3,Weak,57,4h+,1,3,-0.11%,-0.18%,RSI_15m=61.1 RSI_1h=73.4 RSI_4h=73.0
17,BCH/USDT,3,Weak,55,4h+,11,3,+0.09%,-0.22%,RSI_15m=68.7 RSI_1h=71.4 RSI_4h=83.6
18,SPX/USDT,3,Weak,58,4h+,1,3,+0.89%,+0.84%,RSI_15m=63.6 RSI_1h=61.4 RSI_4h=81.2
19,ICP/USDT,3,Weak,49,4h+,7,3,-0.02%,+0.93%,RSI_5m=64.7 RSI_1h=72.7 RSI_4h=81.6
20,W/USDT,3,Weak,57,4h+,1,3,+0.38%,+0.64%,RSI_15m=65.4 RSI_1h=64.6 RSI_4h=64.6
1,ETH/USDT,4,Watch,14,4h+,1,4,+0.15%,+0.31%,RSI_5m=66.4 RSI_15m=61.0 RSI_1h=70.9 RSI_4h=79.2
2,HYPE/USDT,4,Watch,62,4h+,12,4,-0.49%,-0.40%,RSI_5m=61.2 RSI_15m=70.3 RSI_1h=73.0 RSI_4h=80.3
3,PEPE/USDT,4,Watch,49,4h+,7,4,-0.23%,+0.86%,RSI_5m=63.0 RSI_15m=68.7 RSI_1h=62.7 RSI_4h=66.2
4,DOGE/USDT,4,Watch,46,4h+,7,4,-1.51%,+1.50%,RSI_5m=63.6 RSI_15m=67.7 RSI_1h=75.2 RSI_4h=69.7
5,LINK/USDT,4,Watch,53,4h+,4,4,+0.26%,+0.78%,RSI_5m=72.2 RSI_15m=78.0 RSI_1h=66.0 RSI_4h=87.3
6,AVAX/USDT,4,Watch,48,4h+,5,4,+0.00%,+0.94%,RSI_5m=67.2 RSI_15m=65.7 RSI_1h=65.9 RSI_4h=66.0
7,NEAR/USDT,4,Watch,52,4h+,7,4,+0.11%,+0.72%,RSI_5m=62.2 RSI_15m=68.7 RSI_1h=65.4 RSI_4h=73.9
8,ENA/USDT,4,Watch,58,4h+,1,4,+0.11%,+1.18%,RSI_5m=63.4 RSI_15m=64.1 RSI_1h=61.3 RSI_4h=68.2
9,DOT/USDT,4,Watch,50,4h+,12,4,+0.21%,+0.93%,RSI_5m=64.0 RSI_15m=81.5 RSI_1h=69.6 RSI_4h=78.3
10,TRUMP/USDT,4,Watch,50,4h+,6,4,+0.00%,+0.83%,RSI_5m=64.0 RSI_15m=63.6 RSI_1h=70.1 RSI_4h=70.1
11,ARB/USDT,4,Watch,42,4h+,7,4,+0.49%,+0.76%,RSI_5m=72.6 RSI_15m=69.4 RSI_1h=63.0 RSI_4h=84.9
12,TIA/USDT,4,Watch,64,4h+,1,4,+0.14%,+0.55%,RSI_5m=63.4 RSI_15m=60.0 RSI_1h=62.4 RSI_4h=80.7
13,HBAR/USDT,4,Watch,40,4h+,1,4,+0.15%,+0.51%,RSI_5m=61.2 RSI_15m=61.4 RSI_1h=61.1 RSI_4h=71.5
14,ONDO/USDT,4,Watch,60,4h+,2,4,-0.01%,+0.38%,RSI_5m=62.6 RSI_15m=75.9 RSI_1h=66.8 RSI_4h=71.5
15,SHIB/USDT,4,Watch,51,4h+,7,4,-0.22%,+0.98%,RSI_5m=66.7 RSI_15m=73.5 RSI_1h=70.9 RSI_4h=67.4
16,XLM/USDT,4,Watch,58,4h+,2,4,+0.04%,+0.18%,RSI_5m=63.0 RSI_15m=63.6 RSI_1h=75.5 RSI_4h=73.2
17,WLD/USDT,4,Watch,67,4h+,1,4,+0.34%,+0.94%,RSI_5m=69.7 RSI_15m=73.5 RSI_1h=69.6 RSI_4h=60.2
18,SYRUP/USDT,4,Watch,81,4h+,9,4,+0.00%,+0.83%,RSI_5m=70.4 RSI_15m=63.9 RSI_1h=60.4 RSI_4h=79.1
19,W/USDT,4,Watch,56,4h+,2,4,+0.25%,+0.89%,RSI_5m=62.5 RSI_15m=67.9 RSI_1h=65.5 RSI_4h=65.1
20,SEI/USDT,4,Watch,52,4h+,1,4,+0.39%,+0.63%,RSI_5m=68.4 RSI_15m=63.3 RSI_1h=67.6 RSI_4h=79.6
1,SOL/USDT,4,Watch,56,4h+,1,4,+0.01%,+0.26%,RSI_5m=62.5 RSI_15m=61.3 RSI_1h=73.6 RSI_4h=74.0
2,HYPE/USDT,4,Watch,41,4h+,13,4,-0.09%,-0.18%,RSI_5m=61.2 RSI_15m=72.0 RSI_1h=73.9 RSI_4h=80.4
3,ADA/USDT,4,Watch,46,4h+,1,4,+0.26%,-0.01%,RSI_5m=61.3 RSI_15m=65.0 RSI_1h=77.4 RSI_4h=74.6
4,PEPE/USDT,4,Watch,48,4h+,8,4,-0.46%,-0.15%,RSI_5m=63.0 RSI_15m=64.7 RSI_1h=62.1 RSI_4h=65.9
5,DOGE/USDT,4,Watch,56,4h+,8,4,-0.71%,-0.60%,RSI_5m=66.9 RSI_15m=68.3 RSI_1h=75.3 RSI_4h=69.8
6,LINK/USDT,4,Watch,55,4h+,5,4,+0.32%,+0.52%,RSI_5m=82.4 RSI_15m=79.1 RSI_1h=66.7 RSI_4h=87.4
7,AVAX/USDT,4,Watch,50,4h+,6,4,-0.18%,+0.22%,RSI_5m=71.4 RSI_15m=62.3 RSI_1h=64.9 RSI_4h=65.6
8,NEAR/USDT,4,Watch,50,4h+,8,4,+0.23%,+0.00%,RSI_5m=65.6 RSI_15m=67.1 RSI_1h=64.8 RSI_4h=73.7
9,ENA/USDT,4,Watch,55,4h+,2,4,+0.31%,+0.67%,RSI_5m=69.3 RSI_15m=63.8 RSI_1h=61.2 RSI_4h=68.2
10,DOT/USDT,4,Watch,53,4h+,13,4,+0.25%,+0.44%,RSI_5m=66.1 RSI_15m=80.8 RSI_1h=69.0 RSI_4h=78.1
11,TRUMP/USDT,4,Watch,47,4h+,7,4,-0.18%,+0.46%,RSI_5m=66.7 RSI_15m=61.8 RSI_1h=69.7 RSI_4h=69.9
12,ARB/USDT,4,Watch,53,4h+,8,4,-0.02%,+0.05%,RSI_5m=64.1 RSI_15m=64.2 RSI_1h=61.2 RSI_4h=84.6
13,HBAR/USDT,4,Watch,48,4h+,2,4,+0.09%,+0.13%,RSI_5m=60.4 RSI_15m=60.9 RSI_1h=60.8 RSI_4h=71.4
14,ONDO/USDT,4,Watch,59,4h+,3,4,+0.10%,+0.09%,RSI_5m=65.2 RSI_15m=77.0 RSI_1h=67.3 RSI_4h=71.6
15,SHIB/USDT,4,Watch,47,4h+,8,4,+0.00%,+0.07%,RSI_5m=66.7 RSI_15m=73.5 RSI_1h=70.9 RSI_4h=67.4
16,XLM/USDT,4,Watch,58,4h+,3,4,+0.07%,-0.04%,RSI_5m=63.0 RSI_15m=63.6 RSI_1h=75.5 RSI_4h=73.2
17,JUP/USDT,4,Watch,45,4h+,1,4,+1.23%,+1.38%,RSI_5m=62.0 RSI_15m=60.0 RSI_1h=72.0 RSI_4h=70.9
18,W/USDT,4,Watch,55,4h+,3,4,+0.13%,+0.64%,RSI_5m=61.3 RSI_15m=65.4 RSI_1h=65.5 RSI_4h=65.1
19,SEI/USDT,4,Watch,55,4h+,2,4,+0.44%,+0.44%,RSI_5m=69.2 RSI_15m=60.3 RSI_1h=68.0 RSI_4h=79.7
20,OP/USDT,4,Watch,58,4h+,1,4,+0.70%,+0.42%,RSI_5m=66.7 RSI_15m=72.0 RSI_1h=65.3 RSI_4h=84.8
1,SOL/USDT,4,Watch,67,4h+,2,4,+0.11%,+0.35%,RSI_5m=63.2 RSI_15m=68.1 RSI_1h=73.7 RSI_4h=74.1
2,PEPE/USDT,4,Watch,50,4h+,9,4,-0.31%,-0.62%,RSI_5m=61.4 RSI_15m=61.7 RSI_1h=61.9 RSI_4h=65.8
3,DOGE/USDT,4,Watch,47,4h+,9,4,-0.01%,-1.31%,RSI_5m=66.3 RSI_15m=67.1 RSI_1h=75.3 RSI_4h=69.8
4,LINK/USDT,4,Watch,54,4h+,6,4,+0.19%,+0.33%,RSI_5m=71.9 RSI_15m=72.1 RSI_1h=65.7 RSI_4h=87.2
5,AVAX/USDT,4,Watch,49,4h+,7,4,-0.27%,-0.04%,RSI_5m=66.7 RSI_15m=60.6 RSI_1h=64.3 RSI_4h=65.4
6,NEAR/USDT,4,Watch,49,4h+,9,4,+0.08%,-0.04%,RSI_5m=62.9 RSI_15m=63.0 RSI_1h=64.4 RSI_4h=73.6
7,DOT/USDT,4,Watch,53,4h+,14,4,-0.05%,+0.19%,RSI_5m=63.6 RSI_15m=76.1 RSI_1h=68.2 RSI_4h=77.9
8,FARTCOIN/USDT,4,Watch,53,4h+,1,4,+0.83%,+1.67%,RSI_5m=64.4 RSI_15m=60.1 RSI_1h=65.9 RSI_4h=80.6
9,TRUMP/USDT,4,Watch,37,4h+,8,4,+0.55%,+0.18%,RSI_5m=75.0 RSI_15m=68.6 RSI_1h=72.0 RSI_4h=71.1
10,ONDO/USDT,4,Watch,53,4h+,4,4,+0.37%,+0.03%,RSI_5m=62.6 RSI_15m=76.0 RSI_1h=67.4 RSI_4h=71.7
11,SHIB/USDT,4,Watch,54,4h+,9,4,+0.00%,-0.30%,RSI_5m=66.7 RSI_15m=70.0 RSI_1h=70.9 RSI_4h=67.4
12,XLM/USDT,4,Watch,60,4h+,4,4,+0.18%,+0.00%,RSI_5m=61.2 RSI_15m=62.3 RSI_1h=76.9 RSI_4h=73.4
13,JUP/USDT,4,Watch,38,4h+,2,4,+0.95%,+1.23%,RSI_5m=62.4 RSI_15m=60.3 RSI_1h=72.1 RSI_4h=70.9
14,SYRUP/USDT,4,Watch,72,4h+,1,4,+0.50%,+0.56%,RSI_5m=70.8 RSI_15m=61.8 RSI_1h=61.3 RSI_4h=79.4
15,W/USDT,4,Watch,54,4h+,4,4,+0.63%,+1.02%,RSI_5m=63.6 RSI_15m=67.9 RSI_1h=66.7 RSI_4h=65.7
16,SEI/USDT,4,Watch,56,4h+,3,4,+0.63%,+0.48%,RSI_5m=69.8 RSI_15m=61.3 RSI_1h=68.4 RSI_4h=79.8
17,ENS/USDT,4,Watch,60,4h+,1,4,+0.41%,+0.37%,RSI_5m=61.0 RSI_15m=60.8 RSI_1h=88.6 RSI_4h=82.6
18,USUAL/USDT,4,Watch,68,4h+,1,4,+0.87%,+0.43%,RSI_5m=74.3 RSI_15m=70.8 RSI_1h=66.9 RSI_4h=87.4
19,APT/USDT,4,Watch,48,4h+,1,4,-0.06%,+0.21%,RSI_5m=67.2 RSI_15m=72.5 RSI_1h=66.5 RSI_4h=78.3
20,JTO/USDT,4,Watch,72,4h+,1,4,+2.87%,+2.23%,RSI_5m=70.5 RSI_15m=75.9 RSI_1h=75.4 RSI_4h=82.2
1,SOL/USDT,4,Watch,47,4h+,3,4,+0.04%,-0.22%,RSI_5m=60.3 RSI_15m=64.7 RSI_1h=73.4 RSI_4h=73.6
2,DOGE/USDT,4,Watch,61,4h+,10,4,+0.49%,-0.91%,RSI_5m=66.7 RSI_15m=69.0 RSI_1h=76.0 RSI_4h=70.2
3,LINK/USDT,4,Watch,51,4h+,7,4,-0.19%,+0.07%,RSI_5m=63.6 RSI_15m=67.4 RSI_1h=64.6 RSI_4h=87.1
4,AVAX/USDT,4,Watch,51,4h+,8,4,-0.36%,-0.22%,RSI_5m=63.8 RSI_15m=60.6 RSI_1h=64.3 RSI_4h=65.4
5,ENA/USDT,4,Watch,59,4h+,1,4,+0.19%,+0.36%,RSI_5m=62.5 RSI_15m=60.4 RSI_1h=61.2 RSI_4h=68.2
6,FARTCOIN/USDT,4,Watch,52,4h+,2,4,+1.64%,+1.84%,RSI_5m=72.5 RSI_15m=64.6 RSI_1h=67.4 RSI_4h=80.9
7,TRUMP/USDT,4,Watch,45,4h+,9,4,+0.18%,-0.18%,RSI_5m=63.6 RSI_15m=61.8 RSI_1h=70.1 RSI_4h=70.1
8,SHIB/USDT,4,Watch,49,4h+,10,4,+0.22%,-0.37%,RSI_5m=66.7 RSI_15m=71.9 RSI_1h=71.4 RSI_4h=67.7
9,BCH/USDT,4,Watch,47,4h+,1,4,+0.18%,+0.36%,RSI_5m=62.5 RSI_15m=70.8 RSI_1h=73.6 RSI_4h=84.0
10,SPX/USDT,4,Watch,46,4h+,1,4,+0.57%,+1.38%,RSI_5m=63.2 RSI_15m=64.7 RSI_1h=63.3 RSI_4h=81.7
11,SYRUP/USDT,4,Watch,72,4h+,2,4,+0.36%,+0.42%,RSI_5m=75.4 RSI_15m=62.7 RSI_1h=62.0 RSI_4h=79.6
12,W/USDT,4,Watch,58,4h+,5,4,+0.13%,+0.38%,RSI_5m=62.5 RSI_15m=67.9 RSI_1h=66.7 RSI_4h=65.7
13,SEI/USDT,4,Watch,59,4h+,4,4,+0.05%,+0.34%,RSI_5m=70.4 RSI_15m=61.3 RSI_1h=68.4 RSI_4h=79.8
14,USUAL/USDT,4,Watch,75,4h+,2,4,+0.61%,+0.78%,RSI_5m=78.0 RSI_15m=74.1 RSI_1h=67.9 RSI_4h=87.7
15,JTO/USDT,4,Watch,66,4h+,2,4,+2.46%,+2.05%,RSI_5m=70.7 RSI_15m=76.0 RSI_1h=75.4 RSI_4h=82.2
16,APT/USDT,4,Watch,51,4h+,2,4,-0.08%,+0.29%,RSI_5m=65.3 RSI_15m=70.2 RSI_1h=66.1 RSI_4h=78.2
17,ATOM/USDT,4,Watch,48,4h+,1,4,+0.20%,+0.09%,RSI_5m=65.6 RSI_15m=66.3 RSI_1h=65.5 RSI_4h=79.1
18,HYPE/USDT,3,Weak,56,4h+,1,3,+0.36%,-0.30%,RSI_15m=75.0 RSI_1h=75.2 RSI_4h=80.5
19,SUI/USDT,3,Weak,45,4h+,1,3,+0.24%,-0.05%,RSI_15m=63.4 RSI_1h=68.3 RSI_4h=78.3
20,ADA/USDT,3,Weak,53,4h+,1,3,+0.21%,+0.00%,RSI_15m=61.0 RSI_1h=75.4 RSI_4h=74.3
1,SOL/USDT,4,Watch,53,4h+,4,4,+0.02%,-0.08%,RSI_5m=61.9 RSI_15m=66.2 RSI_1h=73.6 RSI_4h=73.9
2,PEPE/USDT,4,Watch,48,4h+,1,4,+0.16%,-0.23%,RSI_5m=64.4 RSI_15m=63.0 RSI_1h=62.4 RSI_4h=66.0
3,DOGE/USDT,4,Watch,53,4h+,11,4,+0.51%,-0.38%,RSI_5m=68.8 RSI_15m=69.8 RSI_1h=76.4 RSI_4h=70.5
4,LINK/USDT,4,Watch,54,4h+,8,4,-0.13%,+0.33%,RSI_5m=77.8 RSI_15m=73.8 RSI_1h=66.0 RSI_4h=87.3
5,AVAX/USDT,4,Watch,49,4h+,9,4,-0.22%,-0.27%,RSI_5m=68.5 RSI_15m=60.6 RSI_1h=64.3 RSI_4h=65.4
6,NEAR/USDT,4,Watch,51,4h+,1,4,-0.23%,+0.08%,RSI_5m=63.1 RSI_15m=60.7 RSI_1h=63.9 RSI_4h=73.4
7,DOT/USDT,4,Watch,50,4h+,1,4,-0.16%,+0.07%,RSI_5m=68.8 RSI_15m=76.9 RSI_1h=68.3 RSI_4h=77.9
8,FARTCOIN/USDT,4,Watch,54,4h+,3,4,+1.10%,+1.74%,RSI_5m=72.4 RSI_15m=63.5 RSI_1h=67.1 RSI_4h=80.9
9,TRUMP/USDT,4,Watch,47,4h+,10,4,+0.09%,-0.36%,RSI_5m=65.6 RSI_15m=61.8 RSI_1h=70.1 RSI_4h=70.1
10,ARB/USDT,4,Watch,52,4h+,1,4,-0.07%,+0.17%,RSI_5m=64.8 RSI_15m=63.6 RSI_1h=61.6 RSI_4h=84.7
11,HBAR/USDT,4,Watch,51,4h+,1,4,+0.17%,+0.24%,RSI_5m=64.8 RSI_15m=60.3 RSI_1h=62.2 RSI_4h=71.7
12,ONDO/USDT,4,Watch,61,4h+,1,4,+0.07%,-0.01%,RSI_5m=60.9 RSI_15m=74.7 RSI_1h=67.1 RSI_4h=71.5
13,SHIB/USDT,4,Watch,54,4h+,11,4,+0.22%,+0.07%,RSI_5m=69.8 RSI_15m=71.9 RSI_1h=71.4 RSI_4h=67.7
14,XLM/USDT,4,Watch,55,4h+,1,4,+0.18%,+0.18%,RSI_5m=65.3 RSI_15m=64.3 RSI_1h=79.2 RSI_4h=73.7
15,SPX/USDT,4,Watch,56,4h+,2,4,+0.01%,+0.77%,RSI_5m=66.2 RSI_15m=60.8 RSI_1h=62.0 RSI_4h=81.4
16,SYRUP/USDT,4,Watch,59,4h+,3,4,+0.44%,+0.22%,RSI_5m=79.8 RSI_15m=61.3 RSI_1h=61.3 RSI_4h=79.4
17,W/USDT,4,Watch,56,4h+,6,4,+0.38%,+0.63%,RSI_5m=70.0 RSI_15m=67.9 RSI_1h=66.7 RSI_4h=65.7
18,SEI/USDT,4,Watch,56,4h+,5,4,+0.00%,+0.39%,RSI_5m=73.1 RSI_15m=60.8 RSI_1h=68.2 RSI_4h=79.7
19,RAY/USDT,4,Watch,47,4h+,1,4,+0.71%,+1.64%,RSI_5m=75.0 RSI_15m=60.2 RSI_1h=70.3 RSI_4h=74.1
20,USUAL/USDT,4,Watch,57,4h+,3,4,+0.00%,+0.43%,RSI_5m=68.1 RSI_15m=70.8 RSI_1h=66.9 RSI_4h=87.4
1,SOL/USDT,4,Watch,56,4h+,5,4,+0.05%,+0.26%,RSI_5m=62.0 RSI_15m=69.9 RSI_1h=62.0 RSI_4h=76.5
2,DOGE/USDT,4,Watch,55,4h+,12,4,+0.71%,+0.70%,RSI_5m=68.1 RSI_15m=68.8 RSI_1h=73.0 RSI_4h=73.1
3,LINK/USDT,4,Watch,52,4h+,9,4,-0.19%,+0.13%,RSI_5m=61.5 RSI_15m=66.7 RSI_1h=61.1 RSI_4h=87.4
4,FARTCOIN/USDT,4,Watch,66,4h+,4,4,+0.96%,+1.91%,RSI_5m=71.1 RSI_15m=68.8 RSI_1h=64.2 RSI_4h=81.2
5,TRUMP/USDT,4,Watch,46,4h+,11,4,-0.36%,+0.09%,RSI_5m=65.5 RSI_15m=70.0 RSI_1h=61.7 RSI_4h=72.5
6,SHIB/USDT,4,Watch,54,4h+,12,4,+0.30%,+0.22%,RSI_5m=67.5 RSI_15m=80.0 RSI_1h=66.3 RSI_4h=68.6
7,JUP/USDT,4,Watch,41,4h+,1,4,+0.26%,+0.44%,RSI_5m=60.5 RSI_15m=64.1 RSI_1h=65.5 RSI_4h=74.4
8,SYRUP/USDT,4,Watch,61,4h+,4,4,+0.48%,+1.11%,RSI_5m=81.0 RSI_15m=87.4 RSI_1h=69.4 RSI_4h=84.5
9,SEI/USDT,4,Watch,54,4h+,6,4,+0.14%,+0.44%,RSI_5m=69.4 RSI_15m=65.7 RSI_1h=62.6 RSI_4h=80.7
10,RAY/USDT,4,Watch,82,4h+,2,4,+0.48%,+1.16%,RSI_5m=67.9 RSI_15m=67.5 RSI_1h=60.9 RSI_4h=75.2
11,USUAL/USDT,4,Watch,53,4h+,4,4,+1.04%,+1.57%,RSI_5m=74.5 RSI_15m=78.2 RSI_1h=62.9 RSI_4h=90.1
12,JTO/USDT,4,Watch,74,4h+,1,4,+0.65%,+3.45%,RSI_5m=70.8 RSI_15m=78.9 RSI_1h=69.9 RSI_4h=83.4
13,APT/USDT,4,Watch,43,4h+,1,4,-0.02%,+0.00%,RSI_5m=64.7 RSI_15m=69.9 RSI_1h=60.3 RSI_4h=80.4
14,HYPE/USDT,3,Weak,41,4h+,1,3,+0.24%,+0.29%,RSI_15m=75.4 RSI_1h=70.2 RSI_4h=79.5
15,SUI/USDT,3,Weak,36,4h+,1,3,+0.10%,+0.31%,RSI_15m=69.9 RSI_1h=63.6 RSI_4h=79.4
16,ADA/USDT,3,Weak,46,4h+,1,3,+0.10%,+0.47%,RSI_15m=64.7 RSI_1h=72.1 RSI_4h=79.4
17,PEPE/USDT,3,Weak,51,4h+,2,3,+0.23%,+0.08%,RSI_5m=61.0 RSI_15m=66.7 RSI_4h=68.5
18,AVAX/USDT,3,Weak,50,4h+,10,3,-0.13%,-0.04%,RSI_5m=63.3 RSI_15m=62.9 RSI_4h=70.2
19,WIF/USDT,3,Weak,68,4h+,1,3,+0.39%,+0.30%,RSI_5m=61.8 RSI_15m=62.8 RSI_4h=70.3
20,TRX/USDT,3,Weak,51,4h+,1,3,-0.07%,-0.03%,RSI_5m=60.0 RSI_15m=60.0 RSI_4h=69.7
1,SOL/USDT,4,Watch,62,4h+,6,4,+0.31%,+0.55%,RSI_5m=63.9 RSI_15m=71.1 RSI_1h=62.6 RSI_4h=76.7
2,DOGE/USDT,4,Watch,68,4h+,13,4,+0.97%,+1.17%,RSI_5m=70.3 RSI_15m=71.8 RSI_1h=74.6 RSI_4h=73.8
3,LINK/USDT,4,Watch,50,4h+,10,4,+0.00%,+0.00%,RSI_5m=63.0 RSI_15m=68.1 RSI_1h=62.0 RSI_4h=87.6
4,DOT/USDT,4,Watch,47,4h+,1,4,+0.12%,+0.05%,RSI_5m=61.5 RSI_15m=73.9 RSI_1h=62.2 RSI_4h=80.8
5,FARTCOIN/USDT,4,Watch,56,4h+,5,4,+0.65%,+2.34%,RSI_5m=75.8 RSI_15m=71.7 RSI_1h=65.7 RSI_4h=81.5
6,TRUMP/USDT,4,Watch,27,4h+,12,4,+0.18%,+0.46%,RSI_5m=66.7 RSI_15m=71.9 RSI_1h=62.9 RSI_4h=72.9
7,TIA/USDT,4,Watch,59,4h+,1,4,+0.41%,+1.18%,RSI_5m=65.8 RSI_15m=67.0 RSI_1h=60.0 RSI_4h=82.0
8,SHIB/USDT,4,Watch,48,4h+,13,4,+0.22%,+0.22%,RSI_5m=65.2 RSI_15m=79.3 RSI_1h=65.9 RSI_4h=68.5
9,SYRUP/USDT,4,Watch,70,4h+,5,4,+0.48%,+1.07%,RSI_5m=79.3 RSI_15m=87.5 RSI_1h=69.6 RSI_4h=84.6
10,SEI/USDT,4,Watch,57,4h+,7,4,+0.14%,+0.34%,RSI_5m=69.4 RSI_15m=67.1 RSI_1h=63.3 RSI_4h=80.9
11,RAY/USDT,4,Watch,68,4h+,3,4,+0.24%,+1.00%,RSI_5m=69.4 RSI_15m=69.1 RSI_1h=61.3 RSI_4h=75.5
12,USUAL/USDT,4,Watch,80,4h+,5,4,+0.52%,+1.13%,RSI_5m=74.5 RSI_15m=78.9 RSI_1h=63.4 RSI_4h=90.2
13,JTO/USDT,4,Watch,75,4h+,2,4,-0.35%,+2.55%,RSI_5m=68.9 RSI_15m=77.4 RSI_1h=69.0 RSI_4h=83.0
